cycle,module,op,latency_s,status,rss_kb,vmsize_kb,mem_available_kb,components_loaded,timestamp
2,llava,load,11.71,OK,15195620,70459716,45458420,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":7;"full_node_name":"ComponentManager"};{"unique_id":8;"full_node_name":"ComponentManager"};{"unique_id":9;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":7;"yolo":8;"llava":9};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:48:31Z
2,voxtral,unload,0.29,OK,15196296,70459716,45458048,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":8;"full_node_name":"ComponentManager"};{"unique_id":9;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":8;"llava":9};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:48:37Z
2,voxtral,load,0.39,OK,15192652,70459716,45477544,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":8;"full_node_name":"ComponentManager"};{"unique_id":9;"full_node_name":"ComponentManager"};{"unique_id":10;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":8;"llava":9;"voxtral":10};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:48:43Z
3,yolo,unload,0.30,OK,15195512,70459716,45477976,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":9;"full_node_name":"ComponentManager"};{"unique_id":10;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":9;"voxtral":10};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:48:49Z
3,yolo,load,2.28,OK,15196032,70459716,45476464,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":9;"full_node_name":"ComponentManager"};{"unique_id":10;"full_node_name":"ComponentManager"};{"unique_id":11;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":9;"voxtral":10;"yolo":11};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:48:57Z
3,llava,unload,0.28,OK,15199268,70459716,45464616,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":10;"full_node_name":"ComponentManager"};{"unique_id":11;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":10;"yolo":11};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:04Z
3,llava,load,11.83,OK,15199272,70459716,45450112,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":10;"full_node_name":"ComponentManager"};{"unique_id":11;"full_node_name":"ComponentManager"};{"unique_id":12;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":10;"yolo":11;"llava":12};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:21Z
3,voxtral,unload,0.29,OK,15199528,70459716,45461572,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":11;"full_node_name":"ComponentManager"};{"unique_id":12;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":11;"llava":12};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:27Z
3,voxtral,load,0.35,OK,15199348,70459716,45459152,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":11;"full_node_name":"ComponentManager"};{"unique_id":12;"full_node_name":"ComponentManager"};{"unique_id":13;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":11;"llava":12;"voxtral":13};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:33Z
4,yolo,unload,0.31,OK,15202052,70459716,45451512,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":12;"full_node_name":"ComponentManager"};{"unique_id":13;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":12;"voxtral":13};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:40Z
4,yolo,load,2.18,OK,15211344,70459716,45449648,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":12;"full_node_name":"ComponentManager"};{"unique_id":13;"full_node_name":"ComponentManager"};{"unique_id":14;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":12;"voxtral":13;"yolo":14};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:48Z
4,llava,unload,0.29,OK,15234684,70459716,45459500,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":13;"full_node_name":"ComponentManager"};{"unique_id":14;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":13;"yolo":14};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:49:54Z
4,llava,load,11.67,OK,15234684,70459716,45440456,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":13;"full_node_name":"ComponentManager"};{"unique_id":14;"full_node_name":"ComponentManager"};{"unique_id":15;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":13;"yolo":14;"llava":15};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:11Z
4,voxtral,unload,0.28,OK,15234680,70459716,45441844,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":14;"full_node_name":"ComponentManager"};{"unique_id":15;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":14;"llava":15};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:18Z
4,voxtral,load,0.34,OK,15234676,70459716,45440188,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":14;"full_node_name":"ComponentManager"};{"unique_id":15;"full_node_name":"ComponentManager"};{"unique_id":16;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":14;"llava":15;"voxtral":16};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:24Z
5,yolo,unload,0.33,OK,15234676,70459716,45441468,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":15;"full_node_name":"ComponentManager"};{"unique_id":16;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":15;"voxtral":16};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:30Z
5,llava,unload,0.26,OK,15216932,70459716,45462532,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":16;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":16};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:36Z
5,voxtral,unload,0.27,OK,15216932,70459716,45450992,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"}];"tracked":{"camera":1};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:42Z
5,yolo,load,1.55,OK,15216932,70459716,45451976,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:50:50Z
5,llava,load,11.08,OK,15251052,70459716,45425080,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":17;"full_node_name":"ComponentManager"};{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":17;"llava":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:07Z
5,voxtral,load,0.36,OK,15248560,70459716,45430200,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":17;"full_node_name":"ComponentManager"};{"unique_id":18;"full_node_name":"ComponentManager"};{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":17;"llava":18;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:13Z
6,yolo,unload,0.32,OK,15248544,70459716,45430648,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":18;"full_node_name":"ComponentManager"};{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":18;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:19Z
6,yolo,load,2.12,OK,15252696,70459716,45422132,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":18;"full_node_name":"ComponentManager"};{"unique_id":19;"full_node_name":"ComponentManager"};{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":18;"voxtral":19;"yolo":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:27Z
6,llava,unload,0.27,OK,15252500,70459716,45412744,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":19;"full_node_name":"ComponentManager"};{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":19;"yolo":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:33Z
6,llava,load,11.62,OK,15285916,70459716,45389744,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":19;"full_node_name":"ComponentManager"};{"unique_id":20;"full_node_name":"ComponentManager"};{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":19;"yolo":20;"llava":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:51Z
6,voxtral,unload,0.26,OK,15285916,70459716,45382096,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":20;"full_node_name":"ComponentManager"};{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":20;"llava":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:51:57Z
6,voxtral,load,0.35,OK,15285912,70459716,45370316,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":20;"full_node_name":"ComponentManager"};{"unique_id":21;"full_node_name":"ComponentManager"};{"unique_id":22;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":20;"llava":21;"voxtral":22};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:03Z
7,yolo,unload,0.33,OK,15285912,70459716,45387588,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":21;"full_node_name":"ComponentManager"};{"unique_id":22;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":21;"voxtral":22};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:09Z
7,yolo,load,2.06,OK,15285912,70459716,45372356,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":21;"full_node_name":"ComponentManager"};{"unique_id":22;"full_node_name":"ComponentManager"};{"unique_id":23;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":21;"voxtral":22;"yolo":23};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:17Z
7,llava,unload,0.30,OK,15285908,70459716,45374604,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":22;"full_node_name":"ComponentManager"};{"unique_id":23;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":22;"yolo":23};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:23Z
7,llava,load,11.73,OK,15288604,70462416,45366224,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":22;"full_node_name":"ComponentManager"};{"unique_id":23;"full_node_name":"ComponentManager"};{"unique_id":24;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":22;"yolo":23;"llava":24};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:41Z
7,voxtral,unload,0.30,OK,15288752,70462416,45370868,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":23;"full_node_name":"ComponentManager"};{"unique_id":24;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":23;"llava":24};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:47Z
7,voxtral,load,0.34,OK,15288636,70527952,45361212,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":23;"full_node_name":"ComponentManager"};{"unique_id":24;"full_node_name":"ComponentManager"};{"unique_id":25;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":23;"llava":24;"voxtral":25};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:53Z
8,yolo,unload,0.32,OK,15288752,70462416,45366996,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":24;"full_node_name":"ComponentManager"};{"unique_id":25;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":24;"voxtral":25};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:52:59Z
8,yolo,load,1.96,OK,15288880,70462416,45371872,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":24;"full_node_name":"ComponentManager"};{"unique_id":25;"full_node_name":"ComponentManager"};{"unique_id":26;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":24;"voxtral":25;"yolo":26};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:07Z
8,llava,unload,0.39,OK,15288892,70462416,45371976,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":25;"full_node_name":"ComponentManager"};{"unique_id":26;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":25;"yolo":26};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:13Z
8,llava,load,11.69,OK,15283624,70465208,45372048,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":25;"full_node_name":"ComponentManager"};{"unique_id":26;"full_node_name":"ComponentManager"};{"unique_id":27;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":25;"yolo":26;"llava":27};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:30Z
8,voxtral,unload,0.29,OK,15289944,70465208,45385224,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":26;"full_node_name":"ComponentManager"};{"unique_id":27;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":26;"llava":27};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:37Z
8,voxtral,load,0.42,OK,15289944,70465208,45370080,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":26;"full_node_name":"ComponentManager"};{"unique_id":27;"full_node_name":"ComponentManager"};{"unique_id":28;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":26;"llava":27;"voxtral":28};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:43Z
9,yolo,unload,0.27,OK,15289944,70465208,45381268,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":27;"full_node_name":"ComponentManager"};{"unique_id":28;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":27;"voxtral":28};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:49Z
9,yolo,load,2.18,OK,15289944,70465208,45374544,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":27;"full_node_name":"ComponentManager"};{"unique_id":28;"full_node_name":"ComponentManager"};{"unique_id":29;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":27;"voxtral":28;"yolo":29};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:53:57Z
9,llava,unload,0.27,OK,15289948,70465208,45376792,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":28;"full_node_name":"ComponentManager"};{"unique_id":29;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":28;"yolo":29};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:03Z
9,llava,load,11.89,OK,15298248,70457016,45357976,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":28;"full_node_name":"ComponentManager"};{"unique_id":29;"full_node_name":"ComponentManager"};{"unique_id":30;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":28;"yolo":29;"llava":30};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:21Z
9,voxtral,unload,0.27,OK,15299300,70457016,45363248,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":29;"full_node_name":"ComponentManager"};{"unique_id":30;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":29;"llava":30};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:27Z
9,voxtral,load,0.35,OK,15299300,70457016,45351764,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":29;"full_node_name":"ComponentManager"};{"unique_id":30;"full_node_name":"ComponentManager"};{"unique_id":31;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":29;"llava":30;"voxtral":31};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:33Z
10,yolo,unload,0.30,OK,15299300,70457016,45356636,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":30;"full_node_name":"ComponentManager"};{"unique_id":31;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":30;"voxtral":31};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:39Z
10,llava,unload,0.29,OK,15299300,70457016,45347960,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":31;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":31};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:45Z
10,voxtral,unload,0.26,OK,15299300,70457016,45349480,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"}];"tracked":{"camera":1};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:51Z
10,yolo,load,1.32,OK,15299300,70457016,45350096,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":32;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":32};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:54:59Z
10,llava,load,10.58,OK,15302332,70457016,45344672,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":32;"full_node_name":"ComponentManager"};{"unique_id":33;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":32;"llava":33};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:15Z
10,voxtral,load,0.45,OK,15304380,70457016,45344992,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":32;"full_node_name":"ComponentManager"};{"unique_id":33;"full_node_name":"ComponentManager"};{"unique_id":34;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":32;"llava":33;"voxtral":34};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:21Z
11,yolo,unload,0.28,OK,15304376,70457016,45344520,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":33;"full_node_name":"ComponentManager"};{"unique_id":34;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":33;"voxtral":34};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:27Z
11,yolo,load,2.02,OK,15304376,70457016,45341504,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":33;"full_node_name":"ComponentManager"};{"unique_id":34;"full_node_name":"ComponentManager"};{"unique_id":35;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":33;"voxtral":34;"yolo":35};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:35Z
11,llava,unload,0.30,OK,15310584,70462588,45341984,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":34;"full_node_name":"ComponentManager"};{"unique_id":35;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":34;"yolo":35};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:41Z
11,llava,load,11.62,OK,15290852,70462588,45363128,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":34;"full_node_name":"ComponentManager"};{"unique_id":35;"full_node_name":"ComponentManager"};{"unique_id":36;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":34;"yolo":35;"llava":36};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:55:59Z
11,voxtral,unload,0.29,OK,15297052,70462588,45366008,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":35;"full_node_name":"ComponentManager"};{"unique_id":36;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":35;"llava":36};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:05Z
11,voxtral,load,0.39,OK,15297052,70462588,45363412,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":35;"full_node_name":"ComponentManager"};{"unique_id":36;"full_node_name":"ComponentManager"};{"unique_id":37;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":35;"llava":36;"voxtral":37};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:11Z
12,yolo,unload,0.33,OK,15297052,70462588,45374192,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":36;"full_node_name":"ComponentManager"};{"unique_id":37;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":36;"voxtral":37};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:18Z
12,yolo,load,2.04,OK,15297052,70462588,45364944,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":36;"full_node_name":"ComponentManager"};{"unique_id":37;"full_node_name":"ComponentManager"};{"unique_id":38;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":36;"voxtral":37;"yolo":38};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:26Z
12,llava,unload,0.28,OK,15297048,70462588,45379380,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":37;"full_node_name":"ComponentManager"};{"unique_id":38;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":37;"yolo":38};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:32Z
12,llava,load,11.60,OK,15297056,70463612,45364528,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":37;"full_node_name":"ComponentManager"};{"unique_id":38;"full_node_name":"ComponentManager"};{"unique_id":39;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":37;"yolo":38;"llava":39};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:49Z
12,voxtral,unload,0.26,OK,15297176,70463612,45370064,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":38;"full_node_name":"ComponentManager"};{"unique_id":39;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":38;"llava":39};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:56:55Z
12,voxtral,load,0.34,OK,15297176,70463612,45373288,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":38;"full_node_name":"ComponentManager"};{"unique_id":39;"full_node_name":"ComponentManager"};{"unique_id":40;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":38;"llava":39;"voxtral":40};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:01Z
